title,popularity,favorites,studios
Harukanaru Toki no Naka de: Hachiyou Shou,0.16302532237589365,0.00047373743003415684,1935
Ichigo 100%,0.07002071223358054,0.0010509805170505664,856
InuYasha,0.008351707088928977,0.07974712771801873,1635
Konjiki no Gash Bell!!,0.06353978753257165,0.00542210403114724,1751
Kyou kara Maou!,0.06898510055455334,0.005601248437462678,1467
Madlax,0.1255762677891361,0.0006329769023145457,211
Jungle wa Itsumo Hare nochi Guu,0.11839379969265718,0.0017675581423123162,1355
Jungle wa Itsumo Hare nochi Guu Deluxe,0.20982828890225164,9.156269656122359e-05,1355
Jungle wa Itsumo Hare nochi Guu Final,0.23464956237054854,5.5733815298136095e-05,1355
Hoshi no Koe,0.05505445313021982,0.002173618796627308,311
Ikkitousen,0.05211465223491681,0.0018312539312244718,688
Hitsuji no Uta,0.18443909935190753,0.00016322045908739858,856
Happy☆Lesson,0.21975011692389926,5.5733815298136095e-05,1547
Happy☆Lesson (TV),0.15360459677958177,0.0001512774986663694,1516
Happy☆Lesson Advance,0.19776842386583818,3.184789445607777e-05,1516
Happy☆Lesson The Final,0.23765617692256297,2.7866907649068047e-05,1595
Hajime no Ippo,0.011592169439433421,0.10026513372134684,856
Hajime no Ippo: Champion Road,0.05695864234649562,0.0011027333455416928,856
Hajime no Ippo: Mashiba vs. Kimura,0.06704750450992182,0.0009355318996472845,856
Gunparade March: Arata Naru Kougunka,0.18861495289637203,0.00010748664378926247,688
Gungrave,0.04292777443709494,0.01013161142383974,856
Golden Boy,0.01900848533440235,0.026708440488228218,67
Bleach,0.0011024253357386248,0.33242036035892575,1574
Hellsing,0.009687980223157614,0.02629839884710622,541
Gad Guard,0.20104229304469834,0.00012341059101730136,543
Noir,0.06861762544264047,0.0036306599679928656,211
Mahoutsukai ni Taisetsu na Koto,0.15657780450324046,0.00013933453824534024,704
Kiddy Grade,0.12009754793879869,0.0010111706489804692,541
Love♥Love?,0.17204516603193692,5.175282849112637e-05,677
Mahoromatic: Automatic Maiden,0.09925168704483196,0.0008917410447701775,511
Mahoromatic: Motto Utsukushii Mono,0.14411705752655843,0.00019506835354347632,511
Viewtiful Joe,0.21567448386450191,0.00011146763059627219,568
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,0.12961849402017772,0.0005891860474374387,1679
Animal Yokochou,0.34245339747444375,6.767677571916526e-05,517
Akane Maniax,0.18430547203848469,3.980986807009721e-05,1387
Angel Heart,0.18270194427741032,0.0003742127598589138,1679
Akage no Anne,0.11669005144651566,0.0039053480576765366,981
Area 88 (TV),0.19977283356718115,0.0002667261160696513,568
Argento Soma,0.15357118995122604,0.0003781937466659235,1635
B'T X,0.21343622636466894,0.0001512774986663694,1679
Grappler Baki (TV),0.054720384846662654,0.0035789071395017392,568
Bakuten Shoot Beyblade,0.06938598249482193,0.0016919193929791315,856
Comic Party,0.17625442640475714,0.0001871063799294569,1010
Seikai no Monshou,0.11044297454399679,0.001914854654171676,1635
D.C.S.S: Da Capo Second Season,0.14415046435491416,0.0001472965118593597,1981
Dear Boys,0.1724126411438498,0.00021895427438553466,27
Di Gi Charat,0.1566112113315962,0.0011226382795767413,856
Divergence Eve,0.20354780517137705,7.165776252617498e-05,1233
Divergence Eve 2: Misaki Chronicles,0.2547604730406895,4.777184168411665e-05,1233
Dragon Drive,0.16847063539787532,0.00022293526119254438,856
Grenadier: Hohoemi no Senshi,0.10850537849936527,0.0003344028917888166,576
.hack//Tasogare no Udewa Densetsu,0.09814926170909334,0.0005613191397883707,211
.hack//Liminality,0.14418387118326986,0.0001512774986663694,211
