title,popularity,favorites,studios
Treasure Gaust,17143,1,SynergySP
Furiten-kun,17065,0,Knack Productions
Furiten-kun (1990),18270,0,Knack Productions
Bokura Mangaka: Tokiwasou Monogatari,16066,0,Toei Animation
Time Ranger Cesar Boy no Bouken: Roma Teikoku-hen,20187,0,Toei Animation
Sore Ike! Anpanman: Tekka no Maki-chan to Kin no Kamameshidon,17715,0,TMS Entertainment
Gekisou! Rubenkaiser,16157,0,Toei Animation
Kotowaza House,16568,0,Eiken
Kappamaki,19056,1,Trans Arts
Tobidase! Machine Hiryuu,15361,1,Toei Animation|Tatsunoko Production
Kariage-kun,15225,2,Toei Animation
Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,8557,0,TMS Entertainment
Wagahai wa Neko de Aru,15874,0,Toei Animation
Robokko Beeton,17650,0,Sunrise
Ro-Kyu-Bu! SS Recap,9763,4,Barnum Studio|Project No.9
Pokemon: The Origin,1146,708,Production I.G|Xebec|OLM
Mori no Senshi Bonolon,19620,0,Actas
Gin no Otoko,15592,0,J.C.Staff
Pa-Pa-Pa the ★ Movie: Perman,15164,3,Shin-Ei Animation
Genei wo Kakeru Taiyou: Fumikomenai Kokoro,7966,2,AIC
Easy Cooking Animation: Seishun no Shokutaku,17712,0,Madhouse
Yama ni Kagayaku: Guide-ken Heiji Gou,19683,0,Toei Animation
Boku no Boukuugou,15212,1,Shin-Ei Animation
Minami-ke Natsuyasumi,5529,4,feel.
Shounen Tokugawa Ieyasu,14986,0,Toei Animation
Umigame to Shounen,15944,0,Shin-Ei Animation
Tako ni Natta Okaasan,14929,2,Shin-Ei Animation
Anime Document: München e no Michi,16690,0,Nippon TV Douga
Gatapishi,17578,0,Shin-Ei Animation
Wooser no Sono Higurashi: Kakusei-hen,8344,7,SANZIGEN|LIDENFILMS
Koroshiya-san: The Hired Gun,7940,4,Opera House
Gakkou no Yuurei,11022,8,Toei Animation|Aubeck
Zeonic Toyota Special Movie,10761,4,Sunrise
Yamada-kun to 7-nin no Majo PV,3278,224,LIDENFILMS
Another: Misaki Mei - Shizukani,4961,40,P.A. Works
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,2921,226,Studio Deen
Dorei Usagi to Anthony The Animation,6989,56,Office TakeOut
Junk Land The Animation,7481,36,T-Rex
Jungle Taitei Movie,12791,1,Mushi Production
Eguchi Hisashi no Kotobuki Gorou Show,12355,0,Studio Pierrot
Hidamari Sketch: Chou Hidamatsuri Special,10247,1,Shaft
Kamisama no Inai Nichiyoubi: Kioku,4683,23,Madhouse
Hoozuki no Reitetsu,1865,1375,Wit Studio
Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,14306,0,TMS Entertainment
"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru",2431,113,SILVER LINK.
"Inari, Konkon, Koi Iroha.",1566,422,Production IMS
Little Nemo Pilot (1987),14399,2,TMS Entertainment
Teekyuu 3,4733,24,MAPPA
Choujigen Game Neptune The Animation: Yakusoku no Eien - True End,4379,56,David Production
Maji,16904,1,Nippon Animation
Noragami,28,34617,Bones
Fate/kaleid liner Prisma☆Illya 2wei!,1570,260,SILVER LINK.
Little Busters! EX,3272,160,J.C.Staff
Z/X: Ignition,3946,51,Telecom Animation Film
Nameko-ke no Ichizoku,14520,3,drop
Mikakunin de Shinkoukei,645,1256,Doga Kobo
Bayonetta: Bloody Fate,3283,128,Gonzo
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,3565,18,asread.
Top wo Nerae 2! Kagaku Kouza,11839,0,Gainax
SoniAni: Super Sonico The Animation,2485,246,White Fox
11eyes Picture Drama,9145,4,Doga Kobo
Nekketsu Tantei Jimusho,16665,1,CoMix Wave Films
Haikyuu!!,36,78324,Production I.G
Ashinaga Ojisan,14327,0,Tatsunoko Production
Bikyaku Seido Kaichou Ai,8475,32,Oz Inc.
Viva Namida,9120,5,Bones
Kimi no Iru Machi OVA,5471,17,Gonzo
Natsume Yuujinchou: Itsuka Yuki no Hi ni,2605,116,Brain's Base
Amnesia OVA,4403,29,Brain's Base
Zeonic Front: Kidou Senshi Gundam 0079 - Zeon no Hifun,11604,0,Sunrise
Shashinkan,7366,11,Studio Colorido
Hinata no Aoshigure,4825,47,Studio Colorido
Hamatora The Animation,892,1101,NAZ
Baka Misérables,17375,0,DLE
"""0""",10034,4,Minakata Laboratory
Sabage-bu!,1655,586,Pierrot Plus
Kyousou Giga (TV) Recaps,6820,5,Toei Animation
Pokemon Best Wishes! Season 2: Decolora Adventure - Dent to Takeshi! Gyarados no Gekirin!!,7527,2,OLM
Love Live! School Idol Project OVA,3464,116,Sunrise
Ganbare! Lulu Lolo,17610,0,Fanworks
Taimanin Yukikaze,6407,80,Magic Bus|Oz Inc.
Noragami OVA,819,393,Bones
Mahouka Koukou no Rettousei,148,11113,Madhouse
Black Bullet,202,3847,Kinema Citrus|Orange
Sennen no Yakusoku,20504,0,J.C.F.
Norman the Snowman: Kita no Kuni no Aurora,18461,1,Tecarat
Koakuma Kanojo The Animation,5014,172,Office TakeOut|Office No. 8
Sekaiichi Hatsukoi: Valentine-hen,3839,63,Studio Deen
Joshikousei Nobunaga-chan!!,13101,1,WAO World|MooGoo|Studio Ranmaru
Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,6786,11,Satelight
Seitokai Yakuindomo*,1035,628,GoHands
Oni Chichi 2: Revenge,5494,33,PoRO
Hitsugi no Chaika,672,903,Bones
Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sunny-gou,6699,19,Toei Animation
Hana no Zundamaru,17766,0,CoMix Wave Films
Music S.T.A.R.T!!,6349,11,Sunrise
Kuro no Su: Chronus,5499,9,Studio 4°C
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,110,24146,David Production
Harmonie,3115,152,Studio Rikka|Ultra Super Pictures
Ookii 1-nensei to Chiisana 2-nensei,9227,0,A-1 Pictures
Kyoukai no Kanata: Mini Gekijou,3742,41,Kyoto Animation
6♥Princess,9699,2,Poncotan
Diabolik Lovers Recap,4909,53,Zexcs
Oneechan ga Kita,1991,114,C2C
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",2845,54,Diomedéa
Iron Kid,9071,49,Daewon Media
DPR Special Movie,13568,1,White Fox
Peeping Life: YouTuber-kun,15263,1,CoMix Wave Films
Kansen: Ball Buster The Animation,8067,8,Okumaza
Parol no Miraijima,10865,0,Shin-Ei Animation
Shimajirou no Wow! Movie 2: Shimajirou to Kujira no Uta,18813,0,The Answer Studio
Wonder Garden,7827,4,Studio Colorido
Tezuka Osamu no Buddha: Owarinaki Tabi,9598,4,Toei Animation
Kiniro no Corda: Blue♪Sky,4767,34,TYO Animations
Sekai Seifuku: Bouryaku no Zvezda,1735,356,A-1 Pictures
Seisenshi Dunbine Memorial,15538,0,Sunrise
Tonari no Seki-kun OVA,4000,11,Shin-Ei Animation
Yoza-Quar!,7302,4,Tatsunoko Production
Himekishi Olivia,7816,21,Studio Eromatick
Mini Van Special,14675,0,DLE
Dekakute Ecchi na Ore no Ane,6184,82,T-Rex
Sekai de Ichiban Tsuyoku Naritai! Specials,7390,6,Arms
Marvel Disk Wars: The Avengers,7436,23,Toei Animation
Noonbory,20667,1,Daewon Media
Chang,15317,1,Studio Dadashow
Precure All Stars Movie New Stage 3: Eien no Tomodachi,9153,7,Toei Animation
Seikoku no Dragonar,1177,299,C-Station
Gatchaman Crowds Insight,2754,204,Tatsunoko Production
Mission School,15623,0,Ajia-do
Oppai Infinity∞! The Animation,8911,12,Office TakeOut
Strange+,4409,29,Seven
Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!,5742,124,Studio 1st
Puchimas!!: Petit Petit iDOLM@STER,7509,15,Gathering
Hetalia: The Beautiful World Extra Disc,6993,9,Studio Deen
Kakumeiki Valvrave Recaps,10650,1,Sunrise
Witch Craft Works,744,815,J.C.Staff
Lost Forest,14918,0,David Production
Oni Chichi: Rebuild,4797,75,PoRO
Kenji no Trunk,16639,1,Triangle Staff|Animaruya
Katta-kun Monogatari,20107,0,Aubeck
Utopia,7929,4,P.A. Works
Love Stage!!,1009,1670,J.C.Staff
Heart Cocktail Again,15759,1,HAL Film Maker
Wansa-kun OVA,19855,0,Mushi Production
Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,3045,81,Studio Gokumi
Nobunaga the Fool,2339,167,Satelight
Dragon Fist,11717,0,Agent 21
Baby Steps,1636,854,Studio Pierrot
"Wake Up, Girls! Shichinin no Idol",4979,20,Tatsunoko Production|Ordet
Soul Eater: Late Night Show,4654,46,Bones
Teekyuu 2 Specials,6967,0,MAPPA
Zettai Shougeki: Platonic Heart Picture Drama,12927,0,Arms
Imanara Maniau! Log Horizon,5392,14,Satelight
Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,4131,14,Kyoto Animation
Takarajima Movie,13513,0,Tokyo Movie Shinsha
Go! Go! 575,6467,5,C2C|Lay-duce
Gochuumon wa Usagi desu ka?,1133,2275,White Fox
Yawaraka Atom,18512,0,Fanworks
Trick or Alice,7857,12,An DerCen
Pupipo!,5159,45,AIC PLUS+
Isshuukan Friends.,841,1264,Brain's Base
Mushishi: Hihamukage,1738,214,Artland
Psycho-Pass Movie 1,960,560,Production I.G
Kichiku: Haha Shimai Choukyou Nikki,8375,63,Studio Gadget
Tokyo ESP,1577,193,Xebec
Tokubetsu Jugyou 3 SLG The Animation,8230,47,Anime Antenna Iinkai
Freezing Vibration Specials,4731,19,A.C.G.T.
Shiiba-san no Ura no Kao. with Imouto Lip,9167,9,Office TakeOut
Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,7977,15,Shin-Ei Animation
Bokura wa Minna Kawai-sou,671,2317,Brain's Base
Happiness Charge Precure!,6205,64,Toei Animation
The iDOLM@STER Cinderella Girls 2-shuunen Kinen PV,9733,1,A-1 Pictures
Machine-Doll wa Kizutsukanai Specials,4078,21,Lerche
Meitantei Conan Movie 18: Ijigen no Sniper,3624,47,TMS Entertainment
Mahou Shoujo Taisen,5822,5,Gainax
Minna Atsumare! Falcom Gakuen,8574,6,DAX Production
Gokukoku no Brynhildr,764,1204,Arms
Chou Zenmairobo: Patrasche,16518,0,Nippon Animation
Yama no Susume Second Season,4104,164,8bit
Buddy Complex,2434,246,Sunrise
Uta no☆Prince-sama♪ Maji Love Revolutions,3145,223,A-1 Pictures
Meitantei Rascal,16989,0,Nippon Animation
Nihonbashi Koukashita R Keikaku,10120,10,Asahi Production|Rising Force|Maxilla
Ikkyuu-san to Yancha Hime,17792,0,Toei Animation
Stand By Me Doraemon,3131,238,Shirogumi|Shin-Ei Animation
Persona 3 the Movie 2: Midsummer Knight's Dream,2435,236,A-1 Pictures
Ikkyuu-san: Haru Da! Yancha Hime,18139,0,Toei Animation
Metal Fight Beyblade Zero G Specials,9838,0,SynergySP
Dokkan! Robotendon,19547,0,Tatsunoko Production
Shin Dokonjou Gaeru,15079,1,Tokyo Movie Shinsha
Shin Dokonjou Gaeru: Dokonjou Yumemakura,17574,0,Tokyo Movie Shinsha
Ninja Hattori-kun: Nin Nin Ninpo Enikki no Maki,15278,0,Shin-Ei Animation
Shounen Sunday CM: Denpa Kyoushi,7160,11,A-1 Pictures
Sengoku Musou SP: Sanada no Shou,8735,10,TYO Animations
Soul Eater NOT!,1256,231,Bones
Trip Trek (2010),19803,0,Manglobe
Kantai Collection: KanColle,1240,1356,Diomedéa
Imako System,8634,19,Studio 9 Maiami
Futa-bu!,4530,472,Studio 9 Maiami
Oraa Guzura Dado,16197,0,Tatsunoko Production
Hentai Ouji to Warawanai Neko.: Henneko BBS,4326,33,J.C.Staff
Choubakumatsu Shounen Seiki Takamaru,17207,0,J.C.Staff|Studio Live
Shin Choubakumatsu Shounen Seiki Takamaru,18411,0,J.C.Staff|Studio Live
Hitotsuboshi-ke no Ultra Baasan,17490,1,Shaft|Knack Productions
Omoide no Marnie,837,2918,Studio Ghibli
Ryuugajou Nanana no Maizoukin,1135,362,A-1 Pictures
Kamigami no Asobi,1733,786,Brain's Base
Pokemon Movie 17: Hakai no Mayu to Diancie,3466,10,OLM
"Pokemon: Pikachu, Kore Nan no Kagi?",8401,1,OLM
Senki Zesshou Symphogear GX,3524,410,Satelight
Koukaku Kidoutai Arise: Ghost in the Shell - Logicoma Specials,8149,1,Production I.G
Mou Hitotsu no Mirai wo.,7095,3,Production I.G|Steve N' Steven
Yabai! Fukushuu Yami Site,6904,61,Suzuki Mirano
Mekakucity Actors,574,3817,Shaft
Picotopia,13315,1,Mirai Film
GJ-bu@,4133,26,Doga Kobo
Yu☆Gi☆Oh! Arc-V,2944,508,Gallop
Planet:Valkyrie,12687,1,P.A. Works
Tamako Love Story,626,2388,Kyoto Animation
Mitsuwano,9299,1,Zexcs
IS: Infinite Stratos 2 - World Purge-hen,2613,62,8bit
Kill la Kill Specials,1318,311,Trigger
Last Orders,12192,0,Production I.G
Non Non Biyori: Okinawa e Ikukoto ni Natta,2967,53,SILVER LINK.
Keroro,7055,28,Sunrise
Captain Earth,2980,88,Bones
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA",4585,8,Project No.9
Hanayamata,2163,401,Madhouse
Pokemon XY SP: Road to Kalos,7304,6,OLM
Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,12789,1,Toei Animation
Pokemon XY: New Year Special,8752,0,OLM
Pretty Rhythm Movie: All Star Selection - Prism Show☆Best Ten,11582,5,Tatsunoko Production|10Gauge
Usagi no Mofy,17202,0,Kachidoki Studio
Cardfight!! Vanguard: Legion Mate-hen,5698,38,TMS Entertainment
"Tamayura: More Aggressive - Ichinichi dake no Shuugakuryokou, nanode",8647,2,TYO Animations
Donten ni Warau,1896,782,Doga Kobo
Kimama ni Idol,14167,0,Toei Animation
Okusama wa Moto Yariman,5993,154,Circle Tribute
Shin Tennis no Oujisama vs. Genius 10,5381,55,Production I.G|M.S.C
Ari to Hato (1959),16595,0,Gakken Eigakyoku
Shounen Sunday CM: Yugami-kun ni wa Tomodachi ga Inai,10567,7,A-1 Pictures
Tsubasa to Hotaru,5855,19,J.C.Staff
Chuunibyou demo Koi ga Shitai! Ren Lite,2471,70,Kyoto Animation
Kenzen Robo Daimidaler,2809,118,TNK
Fuuun Ishin Dai☆Shougun,4733,34,J.C.Staff|A.C.G.T.
Fella Pure: Mitarashi-san Chi no Jijou The Animation,4385,451,Office TakeOut
Majin Bone,7170,35,Toei Animation
Shingeki no Bahamut: Genesis,610,1714,MAPPA
Ushinawareta Mirai wo Motomete,2418,210,feel.
Tesagure! Bukatsumono Encore,9106,13,Yaoyorozu
Love Live! School Idol Project Recap,7240,13,Sunrise
Hanamonogatari,585,1114,Shaft
Mangaka-san to Assistant-san to The Animation,956,491,Zexcs
Edogawa Conan Shissou Jiken: Shijou Saiaku no Futsukakan,6195,8,TMS Entertainment
Chou Akuukan Bouheki Cheese Napolitan,13397,0,Khara
High Score Girl,995,3070,J.C.Staff
Sword Art Online: Sword Art Offline - Extra Edition,2990,84,I was a Ballerina
Sword Art Online II,40,9536,A-1 Pictures
Gintama: Yorinuki Gintama-san on Theater 2D,3646,45,Sunrise
Chichiiro Toiki,5837,99,Rabbit Gate
Mushishi Zoku Shou,859,1648,Artland
Sore Ike! Anpanman: Anpanman to Oyakusoku,18684,0,TMS Entertainment
Pic-lele,20963,0,Kachidoki Studio
Ao Haru Ride,185,11423,Production I.G
Duel Masters Victory V,13819,3,Shogakukan Music & Digital Entertainment
Duel Masters Victory V3,13678,3,Shogakukan Music & Digital Entertainment
Koukaku Kidoutai Nyuumon Arise,7786,7,Production I.G
Samurai Gun Special,14640,0,Studio Egg
Mou Hasamazu ni wa Irarenai♥: Hoshi ni Onegai shitara Konnani Okkiku Nacchatta!,7027,29,Peak Hunt
Fairy Tail (2014),169,12737,A-1 Pictures|Bridge
Gakkou no Kaidan (OVA),12950,4,Trinet Entertainment|WAO World|Studio Ranmaru
Gakkou no Kaidan Recaps,11489,0,Studio Pierrot
"Inari, Konkon, Koi Iroha. Inari, Konkon, Semishigure.",4823,11,Production IMS
Swing Out Sisters (2014),5136,237,Tryforce
Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,3691,13,Doga Kobo
Cosplay Rakuen,9246,7,Jumondou
Magi: Sinbad no Bouken,1803,282,Lay-duce
Hero Bank,11090,11,TMS Entertainment
Soredemo Sekai wa Utsukushii,813,2047,Studio Pierrot
Kattobase! Dreamers: Carp Tanjou Monogatari,18051,0,Madhouse
Kyoukaisenjou no Horizon: Kyokutou Naruhodo Kouza,10141,5,Sunrise
Witch Craft Works: Takamiya-kun to Imouto no Warudakumi,4179,19,J.C.Staff
Inugami-san to Nekoyama-san,2675,123,Seven
Kuroko no Basket: Mou Ikkai Yarimasen ka,3513,31,Production I.G
Ping Pong the Animation,608,17456,Tatsunoko Production
Toukiden,14053,0,Studio 4°C
Kuroshitsuji: Book of Circus,600,3898,A-1 Pictures
Amagi Brilliant Park,340,2807,Kyoto Animation
"Futsuu no Joshikousei ga ""Locodol"" Yattemita.",3662,76,feel.
Yuuto-kun ga Iku Movie,20775,0,Shirogumi
Akame ga Kill!,31,30842,White Fox
Pretty Rhythm: All Star Selection,10245,9,Tatsunoko Production|Dongwoo A&E
Warera Salaryman Tou,18636,1,P Productions
Momo Kyun Sword,4256,31,Project No.9|Tri-Slash
Tenshi no Shippo Chu!: Tenshi no Utagoe,15304,0,Tokyo Kids
Mahou no Yousei Persia Pilot,16312,0,Studio Pierrot
Ribbon no Kishi Pilot,15882,0,Mushi Production
Azumi Mamma★Mia,16296,0,Toei Animation
Free! Eternal Summer,605,2556,Kyoto Animation|Animation Do
Aries: Shinwa no Seizakyuu,15363,1,Studio Sign
Selector Infected WIXOSS,1700,662,J.C.Staff
OL Kaizou Kouza,14884,0,TMS Entertainment
Watashitachi no Kurashi to Doboku,20714,0,Mushi Production
Mahou no Yousei Persia: Escape!,14629,0,Studio Pierrot
Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,9173,7,Anpro|teamKG
Fate/stay night: Unlimited Blade Works,142,17415,ufotable
Shinken Densetsu: Tight Road,15602,1,Toei Animation
Tokyo Ghoul,10,53002,Studio Pierrot
Ningen Kakumei,17582,0,Toei Animation
Himalaya no Hikari no Oukoku,17840,0,Toei Animation
Daisougen to Hakuba,15769,0,Toei Animation
Teekyuu 3 Specials,7211,2,MAPPA
Pandra The Animation: Shiroki Yokubou Kuro no Kibou,7376,54,T-Rex
Sanzoku no Musume Ronja,4448,82,Studio Ghibli|Polygon Pictures
Shichinin no Nana: Oshougatsu da yo! 7 x 7 = 49-nin no Nana?,15073,0,A.C.G.T.
Wonder Momo,7952,8,Graphinica
Nandaka Velonica,13413,0,Cyclone Graphics
Ring Ring Boy,20365,0,Kuri Jikken Manga Koubou
Quantum Leap,16377,0,Production I.G
Licca-chan to Mahou no Kuni,20327,0,DLE
Itadaki! Seieki♥,2929,857,Peak Hunt
Break Blade,2360,234,Production I.G|Xebec
Shin Kidou Senki Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,9968,3,Sunrise
Hello Kitty: Ringo no Mori no Mystery,14831,4,Asahi Production
Hello Kitty: Ringo no Mori to Parallel Town,14981,3,Asahi Production
KutsuDaru.,15846,1,Egg
Washimo,16589,1,Studio Deen
Initial D Final Stage,1632,1052,SynergySP
Kiseijuu: Sei no Kakuritsu,43,36730,Madhouse
Yami Shibai 2,3495,34,ILCA
Oniku Daisuki! Zeushi-kun,15669,0,DLE
Kyonyuu Kazoku Saimin,6275,68,T-Rex
Blade & Soul,2023,140,Gonzo
Uchuu Kyoudai: Number Zero,7762,5,A-1 Pictures
Nukko.,19289,0,Kachidoki Studio
Patalliro Saiyuuki! Special,14674,0,Magic Bus
Potecco Babies (2011),18420,0,Shin-Ei Animation
Kimezou no Kimarimonku Ja Kimaranee.,20870,0,Shin-Ei Animation
Kimezou no Kimarimonku Ja Kimaranee. Featuring Sabu-Otoko,21293,1,Shin-Ei Animation
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland,17335,0,CoMix Wave Films
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland Specials,18032,0,CoMix Wave Films
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland ONA,17708,0,CoMix Wave Films
Kerokero Keroppi: Hasunoue Town Kiki Ippatsu!,18396,0,Asahi Production
Nerawareta Megami Tenshi Angeltia: Mamotta Ningen-tachi ni Uragirarete,8605,25,PoRO
Shin Seikimatsu: Yatsuto no Souguu,19318,0,CoMix Wave Films
Seiken Tsukai no World Break,833,908,Diomedéa
Gohan Kaijuu Pap,17095,0,DLE
Momoya x Peeping Life: Go en desu yo! II,16640,0,CoMix Wave Films
Kuroko no Basket 2nd Season NG-shuu,2991,123,Production I.G
Peeping Life: Gekijou Original-ban,16928,0,CoMix Wave Films
Appleseed Alpha,5455,36,Sola Digital Arts
Shiroishi no Yousei Pichi,19597,0,Asahi Production
Terra Formars,1153,650,LIDENFILMS
Terra Formars: Bugs 2-hen,4160,17,LIDENFILMS
Lady Jewelpet,6441,114,Studio Comet|Zexcs
Dragon Ball Z: Summer Vacation Special,6083,4,Toei Animation
Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,5601,7,Toei Animation
Aldnoah.Zero,466,3712,A-1 Pictures|TROYCA
Dragon Collection,8806,8,OLM
Oreca Battle,11499,4,Xebec|OLM
Brothers Conflict: Setsubou,5168,19,Brain's Base
Chikasugi Idol Akae-chan,18348,0,DLE
Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,4341,19,J.C.Staff
Kara no Kyoukai Movie: Mirai Fukuin - Extra Chorus,3450,44,ufotable
Dragon Ball Kai (2014),1293,933,Toei Animation
Barakamon,331,13455,Kinema Citrus
Sora Iro Hana Iro,20932,0,Tomoyasu Murata Company
Yariman Fudousan,9484,8,Studio 9 Maiami
Kindaichi Shounen no Jikenbo Returns,5452,73,Toei Animation
Aikatsu! Movie,7482,36,Sunrise
Himitsukessha Taka no Tsume EX,16580,0,DLE
Magical★Taruruuto-kun Movie,15161,1,Toei Animation
Abarenbou Rikishi!! Matsutarou,7189,13,Toei Animation
Himegoto,1942,374,Asahi Production
Cross Road,2737,134,CoMix Wave Films
Kara no Kyoukai Movie: Mirai Fukuin - Manner Movie,6893,2,ufotable
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,3995,11,Kyoto Animation
Rokujouma no Shinryakusha!?,1450,436,SILVER LINK.
Seireitsukai no Blade Dance,705,947,TNK
Hyokkori Hyoutan Shima,18810,0,Toei Animation
Mon Cheri CoCo,13206,6,Nippon TV Douga
Love es M The Animation,9635,5,Office TakeOut
Mugen Senshi Valis,14613,2,Sunrise
Hana no Zundamaru: Junk,18555,0,CoMix Wave Films
Francesca,7114,5,Telecom Animation Film
Date A Live II: Kurumi Star Festival,1384,1167,Production IMS
Kaibutsu-kun: Demon no Ken,15762,0,Shin-Ei Animation
Kaibutsu-kun: Kaibutsu Land e no Shoutai,17820,0,Shin-Ei Animation
Magical★Taruruuto-kun: Sukisuki Takoyaki!,16522,0,Toei Animation
Magical★Taruruuto-kun: Moeru! Yuujou no Mahou Taisen,15442,0,Toei Animation
Hipira-kun ONA,14529,1,Sunrise
Hipira-kun Special,15344,0,Sunrise
Obake no Q-Tarou: Susume! 1/100 Daisakusen,19678,0,Shin-Ei Animation
Obake no Q-Tarou: Tobidase! Bake Bake Daisakusen,19764,0,Shin-Ei Animation
Shin Skyers 5,17042,1,TCJ
Nippon Tanjou,17899,0,Mushi Production
Tanoshii Bunmeishi: Tetsu Monogatari,17990,0,Toei Animation
Mogura no Motoro,16731,1,Toei Animation
Ookami Shounen Ken (Movie),16220,1,Toei Animation
Ookami Shounen Ken: Arabia no Kaijin - Ma no Iwa no Kettou,16280,1,Toei Animation
Otoko Doahou! Koushien,16682,2,Tokyo TV Douga
Norakuro,16169,0,TCJ
Hazedon,18487,0,Sunrise
Peaceful Times (F02) Petit Film,9085,2,Khara
Popful Mail,16305,0,Studio Fantasia
Furueru Kuchibiru,5817,55,Studio 1st
Bakumatsu Rock,4546,45,Studio Deen
Tennen Koi-iro Alcohol,7078,32,BreakBottle
Tenkai Knights,8767,35,Bones
Glasslip,1591,234,P.A. Works
Happiness Charge Precure! Movie: Ningyou no Kuni no Ballerina,9585,3,Toei Animation
Kikansha Sensei,18334,1,Nippon Animation
Puchitto Gargantia: Marumaru no Gargantia,10683,0,Production I.G
Kuraibito,8080,9,PoRO
GO-GO Tamagotchi!,15606,3,OLM
Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru,7807,5,NAZ
Jinsei,2870,70,feel.
M3: Sono Kuroki Hagane,3270,80,Satelight|C2C
PriPara,5032,488,Tatsunoko Production|Dongwoo A&E
Girls & Panzer Heartful Tank Disc Picture Drama,8748,6,Actas
47 Todoufuken R,16687,0,DandeLion Animation Studio
Shounen Hollywood: Holly Stage for 49,5951,24,Zexcs
Hayate no Gotoku! OVA,6286,3,Manglobe
Kaze no Invitation,14628,0,Studio Pierrot
Mahou Shoujo wa Kiss Shite Kawaru,11178,2,Schoolzone
Durarara!!x2 Shou,498,1011,Shuka
Sengoku Basara: Judge End,4557,29,Telecom Animation Film
Sora no Method,2196,327,Studio 3Hz
Kantoku Fuyuki Todoki,8140,5,DLE
Yuru Yuri Nachuyachumi!,2769,155,TYO Animations
Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,3400,21,Doga Kobo
Meshimase Lodoss-tou Senki: Sorette Oishii no?,11328,3,Studio Deen|Studio Hibari
Shinmai Maou no Testament,319,2211,Production IMS
Chuunibyou demo Koi ga Shitai! Ren Specials,2858,48,Kyoto Animation
Go Go Toraemon,17799,0,Studio Pierrot
Oshaburi Announcer,8628,14,T-Rex
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,5926,22,Xebec
Gugure! Kokkuri-san,1435,1072,TMS Entertainment
Gundam: G no Reconguista,4327,89,Sunrise
Hello!! Kiniro Mosaic,2680,253,Studio Gokumi
Shigatsu wa Kimi no Uso,24,90116,A-1 Pictures
Saenai Heroine no Sodatekata,330,4567,A-1 Pictures
Gyakusatsu Kikan,3397,190,Manglobe|Geno Studio
Psycho-Pass 2,347,1510,Tatsunoko Production
Zankyou no Terror,124,23419,MAPPA
Paulette no Isu,6842,6,Studio Colorido
Gekkan Shoujo Nozaki-kun,193,11316,Doga Kobo
Lupin the IIIrd: Jigen Daisuke no Bohyou,4442,107,Telecom Animation Film
Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,8020,0,OLM
Pokemon XY: Mega Evolution,4417,18,OLM
Hiroshima e no Tabi,16415,1,Toei Animation
Shin Sei Yariman Gakuen Enkou Nikki The Animation,7452,14,Seven
Rail Wars!,1259,295,Passione
Garo: Honoo no Kokuin,1752,448,MAPPA
Kuroshitsuji: Book of Murder,1032,1215,A-1 Pictures
"Suisei no Gargantia: Meguru Kouro, Haruka",3776,30,Production I.G
Log Horizon 2nd Season,380,1411,Studio Deen
Shirogane no Ishi: Argevollen,3782,42,Xebec
Space☆Dandy 2nd Season,1514,1951,Bones
DRAMAtical Murder,1569,640,NAZ
Yoku Wakaru Mahouka!,4778,17,Madhouse
Futari no Oujisama,17311,0,Toei Animation
Yukiguni no Oujisama,17245,0,Toei Animation
