title,popularity,favorites,studios
Ukkari Pénélope,17423,0,Nippon Animation
Ukkari Pénélope OVA,20011,0,Nippon Animation
Tengen Toppa Gurren Lagann: Parallel Works 2,5088,12,Gainax
Ketsuinu,16884,1,Toei Animation
Himitsukessha Taka no Tsume The Movie 1: Soutou wa Nido Shinu,17003,0,DLE
Himitsukessha Taka no Tsume The Movie II: Watashi wo Aishita Kuro Oolong-Cha,16698,0,DLE
Himitsukessha Taka no Tsume The Movie 3: http://takanotsume.jp wa Eien ni,16446,0,DLE
Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,7042,5,Shin-Ei Animation
Crayon Shin-chan Movie 04: Henderland no Daibouken,7182,10,Shin-Ei Animation
Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen,8658,3,Shin-Ei Animation
Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,9242,3,Shin-Ei Animation
Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,7248,12,Shin-Ei Animation
Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road,8640,7,Shin-Ei Animation
Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,9250,4,Shin-Ei Animation
Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3-pun Dai Shingeki,9571,3,Shin-Ei Animation
Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,8850,8,Shin-Ei Animation
Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,8548,3,Shin-Ei Animation
Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,9464,6,Shin-Ei Animation
Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,7770,16,Shin-Ei Animation
Makoto-chan,14425,2,Tokyo Movie Shinsha
Shin Mitsubachi Maya no Bouken,9857,7,Nippon Animation
Chougattai Majutsu Robot Ginguiser,13052,3,Nippon Animation|Ashi Productions
Cyborg 009 (TV),8091,17,Toei Animation
Sora no Otoshimono Forte,918,895,AIC ASTA
Durarara!! Specials,1581,154,Brain's Base
Marie & Gali ver. 2.0,13547,0,Toei Animation
Metal Fight Beyblade: Baku,3163,228,SynergySP
Oi! Ryouma,13947,0,Animation 21
Bonobono,15947,2,Group TAC
Vampire Knight: Gekiai no Portrait,3983,145,Studio Deen
Ookiku Furikabutte: Natsu no Scorebook,9948,3,A-1 Pictures
MM!,1148,671,Xebec
Gosick,411,8973,Bones
Hourou Musuko,1905,1102,AIC Classic
Mahou no Star Magical Emi: Kumo Hikaru,13369,1,Ajia-do
Animentary: Ketsudan,12379,8,Tatsunoko Production
Pokemon Ranger: Hikari no Kiseki,7137,2,OLM
Black Lagoon Omake,3005,97,Madhouse
Maze☆Bakunetsu Jikuu: Tenpen Kyoui no Giant,14206,2,J.C.Staff
Mahou no Star Magical Emi: Semishigure,13332,2,Studio Pierrot
Togainu no Chi,2493,368,A-1 Pictures
Guskou Budori no Denki,12686,2,Animaruya
Donguri to Yamaneko,14395,1,Madhouse|Project Team Argos
Queen's Blade: Utsukushiki Toushi-tachi,5030,24,Arms
Yozakura Quartet: Hoshi no Umi,4029,20,Tatsunoko Production|Purple Cow Studio Japan
Mirai Nikki,1101,2528,asread.
Pants no Ana: Mambo de Ganbo!,12222,1,AIC
Ichiban Ushiro no Daimaou Specials,3415,25,Artland
Asura,4329,88,Toei Animation
Otome Youkai Zakuro,1965,433,J.C.Staff
Doubutsu Kankyou Kaigi,17546,1,Studio Deen
Hetalia World Series,2174,830,Studio Deen
"""Bungaku Shoujo"" Memoire",4623,32,Production I.G
Onigamiden,5963,22,Studio Pierrot
Digimon Adventure 3D: Digimon Grand Prix!,7495,6,Toei Animation
Digimon Savers 3D: Digital World Kiki Ippatsu!,8324,2,Toei Animation
Kikansha Yaemon,19452,0,Toei Animation
Gegege no Kitarou: Kitarou no Yuurei Densha,14848,0,Toei Animation
Kikansha Yaemon: D51 no Daibouken,17238,2,Toei Animation
Mahoutsukai Haley no Speed Story,16331,1,Nippon Animation
Neko Neko Fantasia,12247,5,AIC|animate Film
Haguregumo,11442,0,Madhouse|Toei Animation
Chibikko Kaijuu Yadamon,17019,1,P Productions
Fushigi Mahou Fun Fun Pharmacy,9676,39,Toei Animation
Ikkitousen: Xtreme Xecutor Specials,6029,4,Arms|TNK
Break Blade Movie 2: Ketsubetsu no Michi,3128,26,Production I.G|Xebec
Baka to Test to Shoukanjuu Ni!,703,1214,SILVER LINK.
Mai-Otome Special: Otome no Inori,10739,3,Sunrise
Biriken,18026,0,Shin-Ei Animation
Biriken Nandemo Shoukai,18114,0,Shin-Ei Animation
Midoriyama Koukou Koushien-hen (Movie),18491,0,Animaruya
The Kabocha Wine: Nita no Aijou Monogatari,14929,2,Toei Animation
Kami nomi zo Shiru Sekai,368,5894,Manglobe
Honey Tokyo,11969,0,Studio 4°C
"Katekyou Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!",4704,95,Artland
Fortune Arterial: Akai Yakusoku,2089,211,feel.|Zexcs
Gokujou!! Mecha Mote Iinchou Second Collection,10585,5,Shogakukan Music & Digital Entertainment
Toilet no Hanako-san,12818,7,Studio Pierrot
Shin Ace wo Nerae!,10165,5,Tokyo Movie Shinsha
"Dr. Slump Movie 02: ""Hoyoyo!"" Uchuu Daibouken",11975,0,Toei Animation
Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,12458,0,Toei Animation
Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,12682,0,Toei Animation
Dr. Slump Movie 10: Arale no Bikkuriman,12684,0,Toei Animation
Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,12505,0,Toei Animation
Time Bokan Series: Time Patroltai Otasukeman,13061,0,Tatsunoko Production
Hashire Melos (1981),13020,0,Toei Animation
Shinryaku! Ika Musume,1303,1174,Diomedéa
"Kyou, Koi wo Hajimemasu",4368,96,J.C.Staff
Saint Elmo: Hikari no Raihousha,15362,0,Toei Animation
Chikyuu Monogatari Telepath 2500,14119,0,Tatsunoko Production
Rusuban,19934,0,N&G Production
Aki-Sora: Yume no Naka,2693,141,Hoods Entertainment
Future War 198X-nen,10712,7,Toei Animation
Kotencotenco,17687,1,I-move
Yuki,12023,1,Mushi Production
Mayoi Neko Overrun! Specials,5496,13,AIC
Meitantei Conan OVA 10: Kid in Trap Island,5531,24,TMS Entertainment
Ladies versus Butlers! Tokuten Disc Music Clip,6364,7,Xebec
Digimon Xros Wars,3413,129,Toei Animation
Good Morning,8196,123,OLM|OLM Digital
Chains & Rings,13924,0,Production I.G
Hidan no Aria,687,943,J.C.Staff
YanYan Machiko,16106,0,Kanaban Graphics
Chuuzumou,11123,5,Studio Ghibli
Koisuru Boukun,2922,329,PrimeTime
Shin Koihime†Musou: Live Revolution,8958,2,Doga Kobo
Asatte Dance,11640,7,Knack Productions
Sylvanian Families,17282,1,Dyna Method
Break Blade Movie Picture Drama,8465,5,Production I.G|Xebec
Newmanoid Cam: Cam Castin,9581,14,Anime Antenna Iinkai
Arbeit Shiyo!!,9580,12,Studio Ten Carat
Mahou Shoujo Isuka,8835,19,Studio 9 Maiami
I☆Can,7572,28,PoRO
Bijukubo,7445,39,Y.O.U.C
"Slime Boukenki: Umi da, Yeah!",12867,4,Production I.G
Mazinkaiser SKL,6478,49,Actas
Seikon no Qwaser Picture Drama,5684,10,Hoods Entertainment
Seitokai Yakuindomo,490,3406,GoHands
Amagami SS,661,2332,AIC
Sangokushi (1985),13762,3,Shin-Ei Animation
Sangokushi II: Amakakeru Otoko-tachi,15167,3,Shin-Ei Animation
Ryuuichi Manga Gekijou Onbu Obake,17510,1,TCJ
Doraemon (2005),5171,261,Shin-Ei Animation
Phantom: Requiem for the Phantom Picture Drama,7775,17,Bee Train
Wakusei Robo Danguard Ace tai Konchuu Robot Gundan,14005,0,Toei Animation
Pokemon: Pikachu Koori no Daibouken,8247,2,OLM
Anime Rakugo Kan,15357,1,Ajia-do
Soredemo Machi wa Mawatteiru,2935,322,Shaft
Code Geass: Hangyaku no Lelouch - Kiseki no Birthday,4408,32,Sunrise
One Piece Film: Strong World Episode 0,2513,52,Toei Animation
Seikima II Humane Society: Jinrui Ai ni Michita Shakai,14669,0,Production I.G|animate Film
Forestry,20662,0,Woodpecker
Ultraman Kids: Haha wo Tazunete 3000-man Kounen,14539,3,Tsuburaya Productions
Tales of the Abyss Special Fan Disc,9674,0,Sunrise
Bishoujo Senshi Sailor Moon Memorial,5585,39,Toei Animation
Hajime Ningen Gyatoruz,13672,2,Tokyo Movie Shinsha
Hajime Ningen Gon,13465,4,Studio Pierrot
Futarigurashi,11439,5,Studio Bogey|Public & Basic
Shin Tenchi Muyou! Specials,9669,3,AIC
Hiyokoi,2415,160,Production I.G
Ore no Imouto ga Konnani Kawaii Wake ga Nai,327,4629,AIC Build
Nobara no Julie,13775,0,DAX Production
Hiyoko Gumo,15470,1,Studio Placebo
Nezha Nao Hai,13677,7,Shanghai Animation Film Studio
Inakappe Taishou,14061,0,Tatsunoko Production
Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,7139,19,Rising Force
Panty & Stocking with Garterbelt,594,6676,Gainax
Okawari-Boy Starzan-S,14113,1,Tatsunoko Production
Senkou no Night Raid Specials,8993,4,A-1 Pictures
Alice SOS,11643,1,J.C.Staff
Domo TV,13075,4,dwarf
Shounen Ashibe (TV),15118,1,Life Work
Shounen Ashibe 2,15938,0,Life Work
Taimanin Asagi Special,8300,27,Anime Antenna Iinkai
Gundam Neo Experience 0087: Green Divers,9892,2,Sunrise
Senkou no Night Raid: Yogen,10005,4,A-1 Pictures
Kore wa Zombie desu ka?,374,3193,Studio Deen
Oishinbo: Nichibei Kome Sensou,14753,2,Shin-Ei Animation
"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!",14784,0,Shin-Ei Animation
Chouriki Robo Galatt,13387,0,Sunrise
Eiyuu Gaiden Mozaicka,12118,2,Studio Deen
Nichijou: Nichijou no 0-wa,2505,66,Kyoto Animation
Yosuga no Sora,461,2760,feel.
Koe de Oshigoto! The Animation,2461,139,Studio Gokumi
Dolphin Ouji,16733,0,TV Douga
Kikou Heidan J-Phoenix: PF Lips Shoutai,15497,0,J.C.Staff
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,1432,609,Sunrise
Majo demo Steady,10776,2,Tokyo Media Connections
Nippon-ichi no Otoko no Tamashii,12723,4,Studio Deen
Nippon-ichi no Otoko no Tamashii 2,14839,2,Studio Deen
Yume-iro Pâtissière: Mune Kyun Tropical Island!,6824,18,Studio Pierrot
Natsufuku no Shoujo-tachi,13563,1,Madhouse
Ganbare! Marine Kid,16095,0,TV Douga
Circuit Angel: Ketsui no Starting Grid,12266,2,Studio Unicorn|Hiro Media
Kaitei Shounen Marine,13835,4,TV Douga
Saru Getchu: On Air 2nd,15875,3,Xebec
Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,8859,1,ufotable
Tales of Symphonia The Animation: Tethe'alla-hen Specials,7737,7,ufotable
Dantalian no Shoka,1692,579,Gainax
Mouretsu Pirates,2790,297,Satelight
Princess Lover! OVA,4117,136,Public Enemies
Licca-chan no Nichiyoubi,13454,1,Ajia-do
Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,11044,4,Toei Animation
Believe,14165,5,Tatsunoko Production
Star Driver: Kagayaki no Takuto,2092,623,Bones
Toaru Majutsu no Index II,536,1739,J.C.Staff
Bohemian Rhapsody,8987,2,LandQ studios
Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,12845,1,TMS Entertainment
Akage no Anne: Green Gables e no Michi,10422,7,Nippon Animation
Nougyou Musume!,12884,0,Toei Animation
Nine,13911,3,Group TAC
Senjutsu Choukoukaku Orion,16747,1,Studio 4°C
Susume! Gachimuchi Sankyoudai,16761,0,TMS Entertainment
Potecco Babies,17354,0,Shin-Ei Animation
Nanchatte!,19605,0,Shin-Ei Animation
MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,13360,1,DLE
Tono to Issho: Ippunkan Gekijou,10422,0,Gathering
Stitch!: Piko Kara no Chousenjou,13566,0,Madhouse
Stitch!: Zutto Saikou no Tomodachi,11426,3,Shin-Ei Animation
Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,13271,1,TMS Entertainment
Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,12935,1,TMS Entertainment
Hidari no O'Clock!!,14746,0,Toei Animation
Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,12111,0,Studio Pierrot
Yojouhan Shinwa Taikei Specials,4663,19,Madhouse
Supernatural The Animation,4380,85,Madhouse
Princess Knight☆Catue,8026,53,Studio 9 Maiami
Juliet,12061,2,Public & Basic
Tales of Symphonia The Animation: Sekai Tougou-hen,4983,56,ufotable
Toaru Hikuushi e no Tsuioku,2733,295,Madhouse
Je T'aime,7752,15,Production I.G
True Tears: Raigomaru to Jibeta no Monogatari,7834,2,P.A. Works
To Heart 2 Adnext,8977,4,Chaos Project
Rei Zero,9058,22,Anime Antenna Iinkai
Sore Ike! Anpanman: Black Nose to Mahou no Uta,16378,1,TMS Entertainment
Netorare Fighter Yaricchingu!,8241,36,T-Rex
Otome Juurin Yuugi: Maiden Infringement Play,8823,19,Suzuki Mirano
Kuruneko 2nd Season,12836,1,DAX Production
Kuttsukiboshi,3801,129,Primastea
Obake no... Holly,15036,3,Studio Junio
Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,5806,42,Artland
Edokko Boy: Gatten Tasuke,14527,0,Studio Pierrot
Inazuma Eleven: Saikyou Gundan Ogre Shuurai,4171,75,OLM
Mokei Senshi Gunpla Builders Beginning G,8731,2,Sunrise
IS: Infinite Stratos,359,2348,8bit
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desu kara,2956,35,J.C.Staff
Ice Movie,12512,3,PPM
Tamayura,3647,136,HAL Film Maker
RPG Densetsu Hepoi,13553,7,Gallop
Angel Beats! Specials,993,332,P.A. Works
Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,3908,20,J.C.Staff
Hakuouki: Hekketsuroku,2548,480,Studio Deen
Arakawa Under the Bridge x Bridge,1586,430,Shaft
Rokudenashi Blues,10373,4,Toei Animation
Rokudenashi Blues 1993,12326,1,Toei Animation
Musha Knight Commando: SD Gundam Scramble,12019,0,Sunrise
Saiyuuki Gaiden,6206,75,Anpro
Ikusa Otome Suvia Special,10560,1,Anime Antenna Iinkai
Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki,13650,2,Nippon Animation
Kidou Senshi SD Gundam Matsuri,11759,1,Sunrise
Umi Monogatari: Marin no Kore Naani?,10928,1,Zexcs
Pokemon Best Wishes!,2176,168,OLM
Amagami SS OVA,3189,43,AIC
Beelzebub: Hirotta Akachan wa Daimaou!?,4057,48,Pierrot Plus
Heroman Specials,10836,1,Bones
Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,7573,3,A-1 Pictures
Zettai Karen Children: Gentei Kaikin!! OVA Chou Sakidori Special!!,11031,1,SynergySP
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,2727,343,TMS Entertainment
Fullmetal Alchemist: The Sacred Star of Milos,1406,164,Bones
Kuroshitsuji II Specials,1943,375,A-1 Pictures
Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,11645,5,Toei Animation
Kaibutsu Oujo (OVA),6353,14,Tatsunoko Production
Attack No.1 (1970),13412,4,Tokyo Movie Shinsha
Shukufuku no Campanella Specials,9944,4,AIC
Kaitei Sanman Mile,13618,2,Toei Animation
Tsuruhime Ja!,16857,0,Madhouse|Aubeck
Burning Blood,11973,0,Magic Bus
Motto To LOVE-Ru,776,1000,Xebec
Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,3001,146,Satelight
Seikon no Qwaser: Jotei no Shouzou,4650,15,Hoods Entertainment
K-On!!: Ura-On!!,3734,92,Kyoto Animation
Omae Umasou da na,5222,199,Ajia-do
Shikatte Ingo: Misaki Shunin no Buka Kyouiku-hen,10408,8,Studio Boogie Nights
Ruri-iro Princess,15061,3,Studio Pierrot
Kowarekake no Orgel,4257,79,ElectromagneticWave
Seikimatsu Occult Gakuin Specials,7009,1,A-1 Pictures
Kanzen Shouri Daiteiou,15181,1,Sunrise
Wanwan Chuushingura,12757,6,Toei Animation
Yebisu Celebrities 1st,7283,7,GARDEN LODGE
Scoopers,12441,1,ACC Production
Super Robot Taisen OG: The Inspector,6900,44,Asahi Production
Nine: Original-ban,13612,0,Group TAC
Nine 2: Koibito Sengen,14014,0,Group TAC
Nine: Kanketsu-hen,14399,0,Group TAC
Break Blade Movie 3: Kyoujin no Ato,3215,29,Production I.G|Xebec
Steins;Gate,14,202049,White Fox
Mianhada Saranghanda,12469,1,Studio Meditation With a Pencil
Denki Musou Hana,13562,0,Cutie Bee
Kizumonogatari I: Tekketsu-hen,432,3971,Shaft
Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,12882,0,Toei Animation
Bara no Hana to Joe,13718,5,Sanrio
Bakuhatsu Gorou,15115,0,TCJ
Inyouchuu Shoku: Ryoushokutou Taimaroku - Kanzenban,9373,24,Anime Antenna Iinkai
Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... desu ka!?,7563,13,Toei Animation
Hanasaku Iroha,793,2606,P.A. Works
Moyashimon CGI Anime,11927,1,Shirogumi
Kiki to Lala no Aoi Tori,16626,1,Grouper Productions
Noel no Fushigi na Bouken,16494,0,Group TAC
Oni Chichi 2,4832,64,PoRO
Kansen 3: Shuto Houkai,8269,12,Suzuki Mirano
Ryoujoku Famiresu Choukyou Menu,7829,31,PoRO
Kateikyoushi no Oneesan 2 The Animation: H no Hensachi Agechaimasu,6954,37,Maboroshi Koubou
Mofukuzuma,8298,17,Schoolzone
Fractale,2593,206,A-1 Pictures
Doll Saaya,14199,2,Obtain Future
HHH Triple Ecchi,4286,335,Studio Eromatick
Elf 17,10317,2,Agent 21
Shinseiki Cream Lemon,11741,4,Studio Dolphin Night
Yubisaki Annainin Shirudaku Settai Okawari Sanbaime,9931,12,Office No. 8
Seme♥Chichi,10183,4,Y.O.U.C
Shoujo Senki Soul Eater,6841,22,Schoolzone
Dragon Crisis!,1529,292,Studio Deen
Yumekui Merry,1840,290,J.C.Staff
.hack//Quantum,3935,74,Kinema Citrus
Koi☆Sento,7642,3,Sunrise
Megane na Kanojo,6077,12,AIC Takarazuka
Mayo Elle Otokonoko,12608,1,Actas
Ore no Sora: Keiji-hen,14131,1,APPP
Cheburashka,12740,5,Comma Studio
Twinkle Nora Rock Me!,8936,13,Filmlink International
Battle Spirits: Brave,9283,24,Sunrise
Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,4786,15,feel.|Zexcs
Chibi Maruko-chan: Watashi no Suki na Uta,11756,29,Nippon Animation|Ajia-do
Tenshi no Habataki Jun,15236,1,Obtain Future
D.C. I&II P.S.P. Re-Animated,8441,1,Zexcs
Sekirei: Pure Engagement Episode 0,3360,56,Seven Arcs
Cool Cool Bye,12642,1,Bebow
Hyakka Ryouran: Samurai Girls Specials,4922,14,Arms
Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,14268,1,Trans Arts
Kaichou wa Maid-sama!: Omake da yo!,1888,191,J.C.Staff
Freezing,812,1184,A.C.G.T.
Karl to Fushigi na Tou,16864,1,Nippon Animation
Netorare: Tanabe Yuuka no Dokuhaku,9385,17,Studio Boogie Nights
Yamato Takeru: After War,14590,0,Nippon Animation
Denpa Onna to Seishun Otoko,875,1163,Shaft
Chie-chan Funsenki: Jarinko Chie,16578,2,Tokyo Movie Shinsha
Rokushin Gattai GodMars (1982),13896,1,Tokyo Movie Shinsha
Ginga Hyouryuu Vifam Recaps,17136,0,Sunrise
Ginga Hyouryuu Vifam: Kieta 12-nin,14712,0,Sunrise
Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen,14956,0,Sunrise
Ginga Hyouryuu Vifam 13,14623,1,Sunrise
Shounen Jack to Mahoutsukai,14031,2,Toei Animation
T.P. Sakura: Time Paladin Sakura,9351,3,Nomad
Miyanishi Tatsuya Gekijou: Omae Umasou da na,12799,4,Ajia-do
Mitsudomoe: Oppai Ippai Mama Genki,5498,15,Bridge
Shin Mashin Eiyuuden Wataru Majinzan,14446,0,Sunrise
Shiawase no Katachi,18340,0,Production I.G
D-1 Devastator,12356,2,Bee Media
Renshenguo,17789,1,Shanghai Animation Film Studio
Jin Hou Xiang Yao,18583,0,Shanghai Animation Film Studio
Pururun! Shizuku-chan,16365,1,TMS Entertainment
Fighting of Ecstasy,9651,10,G-Lam
Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,6093,62,Office Take Off
Rainbow Sentai Robin,14377,1,Toei Animation
Yume-iro Pâtissière SP Professional,3821,173,Studio Hibari
Gunparade Orchestra OVA,14095,0,Brain's Base
Sore Ike! Anpanman: Niji no Pyramid,17189,0,TMS Entertainment
Sore Ike! Anpanman: Ningyohime no Namida,16340,0,TMS Entertainment
Ninpen Manmaru,15856,3,Shin-Ei Animation
Ganbare Goemon: Chikyuu Kyuushutsu Daisakusen,16047,2,Public & Basic
Break Blade Movie 4: Sanka no Chi,2941,33,Production I.G|Xebec
Kanojo ga Mimai ni Konai Wake,8025,16,T-Rex
Baka to Test to Shoukanjuu: Matsuri,1969,116,SILVER LINK.
Coppelion,2013,240,GoHands
Hitou Meguri Kakure Yu,7471,21,Kantou Douga Kai
Katsugeki Shoujo Tanteidan,10604,2,TMS Entertainment
Dororon Enma-kun Meeramera,5521,32,Brain's Base
Soukyuu no Fafner: Dead Aggressor - Arcadian Memory,10740,0,Xebec
Inochi no Chikyuu: Dioxin no Natsu,12940,1,Magic Bus
Itoshi no Betty Mamonogatari,13574,0,Big Bang
Naniwa Yuukyouden,17152,0,Toei Animation
Dokushin Apartment Dokudami-sou,11290,13,Takahashi Studio|Suna Kouhou
Greek Roman Sinhwa: Olympus Guardian (Movie),16996,0,Dongwoo A&E
Prism Magical: Prism Generations!,10486,3,Asahi Production
Binetsu: Yakusoku no Toki,14556,0,G.P Entertainment
Yami no Purple Eye,11336,3,J.C.Staff
Mitsudomoe Zouryouchuu!,3612,90,Bridge
Beelzebub,392,5514,Pierrot Plus
Highschool of the Dead: Drifters of the Dead,873,417,Madhouse
Zero Tester,13439,2,Sunrise
Zero Tester: Chikyuu wo Mamore!,14516,1,Sunrise
Minori Scramble!,10379,0,ufotable
Junod,14605,0,Studio Hibari
Wolf Guy,12474,1,J.C.Staff
Transformers Superlink Special,14482,3,Actas
Pururun! Shizuku-chan Aha,18566,2,TMS Entertainment
Cardfight!! Vanguard,3301,343,TMS Entertainment
Biohazard: Damnation,4716,56,Digital Frontier
Elf Hime Nina,8093,24,Studio 9 Maiami
Alps no Shoujo Heidi (1979),8687,8,Nippon Animation
Alps no Shoujo Heidi: Alm no Yama-hen,12169,1,Nippon Animation
Alps no Shoujo Heidi: Heidi to Clara-hen,12087,0,Nippon Animation
Shokupan Mimi,12421,2,Kachidoki Studio
Tachumaru Gekijou,18229,2,Tatsunoko Production
Hidamari Sketch x ☆☆☆ Specials,4766,10,Shaft
Peace Maker Kurogane Special,11015,4,Gonzo
Nodoka Mori no Doubutsu Daisakusen,16010,0,Nippon Animation
MM! Specials,4357,15,Xebec
Kappa no Sanpei,17682,0,Takahashi Studio
Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,2440,91,Zexcs
Kyouiku Shidou The Animation,8644,16,Studio Eromatick
Code Geass: Hangyaku no Lelouch R2 Omake Flash,5718,15,Sunrise
Amanatsu,11521,3,Kamikaze Douga
Haiyoru! Nyaruani: Remember My Love(craft-sensei),4641,8,DLE
G-Taste (2010),9337,10,AIC PLUS+
Kaba no Potomasu,20997,1,Oh! Production
Yuri Seijin Naoko-san,5709,8,ufotable
Aa! Megami-sama! (2011),5130,31,AIC
Big X,12842,5,Tokyo Movie Shinsha
K-On! Movie,768,3027,Kyoto Animation
Asobi ni Iku yo!: Asobi ni Oide,3556,54,AIC PLUS+
30-sai no Hoken Taiiku,3056,89,Gathering
Kakko Kawaii Sengen!,13007,1,Gathering
Cyborg 009: The Reopening,12147,0,Production I.G
Mini Sengoku Basara Ni: Tsukiyo no Katakura-kun,9842,5,Production I.G
Ore wa Kanojo wo Shinjiteru!,6558,81,Silver
Be-Bop Highschool,6753,97,Toei Animation
Goddamn,9393,21,Studio Signal
Dream C Club Pure Songs Clips,15808,0,Project No.9
Kimi ni Todoke 2nd Season,453,1918,Production I.G
Bucchigiri,12526,4,Nippon Animation
Super Speed,13961,1,Studio 4°C
Tegamibachi: Omakebachi,8979,2,Pierrot Plus
Kami nomi zo Shiru Sekai: Flag 0,3007,58,Manglobe
Agukaru,12808,1,Studio PuYUKAI
Densetsu no Yuusha no Densetsu: Iris Report,5421,21,Zexcs
Moshidora,5208,19,Production I.G
Canaan: Minorikawa Report 201X Shanghai,7639,2,P.A. Works
Kidou Senshi Gundam ZZ: Gundam Frag.,8925,3,Sunrise
Maria†Holic Alive,2962,75,Shaft
Rurouni Kenshin: Review Special,8414,4,Gallop|Studio Deen
Gitai Saimin,10155,2,Y.O.U.C
Aisai Nikki,6699,40,G-Lam
Hakuouki: Hekketsuroku - Kyoto Kaisouroku,6211,16,Studio Deen
Break Blade Movie 5: Shisen no Hate,3320,27,Production I.G|Xebec
Nurarihyon no Mago Recaps,6299,6,Studio Deen
K-On!!: Keikaku!,1924,253,Kyoto Animation
Gintama: Shinyaku Benizakura-hen,3693,55,Sunrise
Astarotte no Omocha!,1720,254,Diomedéa
Appleseed XIII,6113,13,Production I.G|Jinnis Animation Studios
Nana to Kaoru,4698,102,AIC PLUS+
Issho ni Training Ofuro: Bathtime with Hinako & Hiyoko,6711,22,Studio Hibari
Sengoku Basara Movie: The Last Party,4555,70,Production I.G
Kaze wo Nuke!,14134,4,Madhouse
